source_type,turbidity_NTU,rainfall_24h_mm,temperature_C,dissolved_oxygen_mgL,chlorine_mgL,month,fecal_coliform_MPN,season,pH,persons_with_symptoms,risk_percent
community_tank,8.443,0.112,24.688,6.844,0.652,2,19.265,Winter,7.692,2,23.499
spring,7.659,4.019,26.838,5.271,0.081,9,72.585,Monsoon,6.877,1,36.322
open_catchment,3.791,0.31,23.999,6.905,0.4,7,79.499,Monsoon,8.461,2,26.872
deep_borehole,4.787,17.601,19.011,6.366,0.61,11,131.676,Autumn,7.271,2,38.989
community_tank,1.861,6.763,18.3,5.476,0.855,6,15.87,Monsoon,7.723,1,21.243
river,2.92,10.268,28.461,8.139,0.812,1,19.406,Winter,7.425,3,18.975
rooftop_rainwater,7.781,5.302,24.957,6.601,0.527,3,27.938,Summer,7.807,2,17.648
deep_borehole,8.94,4.239,26.821,4.33,0.883,5,49.98,Summer,7.596,2,29.485
canal,7.245,2.513,25.695,7.001,0.506,5,28.701,Summer,7.402,0,24.419
rooftop_rainwater,4.652,14.72,21.549,7.029,0.517,5,21.183,Summer,6.842,1,23.332
community_tank,0.865,11.892,24.233,8.131,0.721,3,43.3,Summer,7.311,4,22.064
canal,0.569,4.474,19.909,7.18,0.878,12,84.621,Winter,8.294,1,27.684
river,3.743,3.873,27.837,6.081,0.603,11,14.469,Autumn,7.544,2,19.058
shallow_well,4.638,0.012,25.958,7.747,0.944,4,73.767,Summer,8.047,1,21.336
canal,6.091,0.657,27.222,6.027,0.233,6,156.947,Monsoon,7.794,3,53.489
shallow_well,0.065,9.762,28.872,8.058,0.924,3,35.056,Summer,7.066,4,24.913
open_catchment,9.897,7.228,23.931,8.734,0.222,8,148.693,Monsoon,7.108,2,52.677
piped_protected,3.639,5.706,22.776,3.28,0.526,11,15.478,Autumn,7.367,2,28.964
pond,8.481,17.574,24.682,5.876,0.796,3,6.19,Summer,7.553,1,12.34
deep_borehole,5.35,7.01,28.803,7.697,0.802,4,88.82,Summer,8.068,2,29.691
pond,1.304,4.853,20.301,7.139,0.278,11,171.01,Autumn,7.925,0,47.758
open_catchment,7.976,1.759,25.062,8.946,0.986,6,20.522,Monsoon,7.108,1,28.942
canal,7.098,17.186,27.415,8.876,0.081,7,57.356,Monsoon,7.855,1,32.35
open_catchment,5.274,8.586,25.924,8.389,0.035,3,48.472,Summer,7.751,1,20.529
reservoir,5.146,0.97,28.219,4.47,0.842,9,3.671,Monsoon,8.023,2,22.075
pond,0.875,10.467,20.395,6.755,0.819,5,179.821,Summer,7.105,3,42.225
pond,6.558,5.535,28.262,7.961,0.713,5,21.294,Summer,7.721,3,20.079
reservoir,9.112,16.681,23.127,6.96,0.851,9,133.704,Monsoon,6.96,3,51.024
deep_borehole,0.932,25.123,18.715,6.811,0.138,3,153.592,Summer,7.956,2,48.323
rooftop_rainwater,2.635,9.175,24.02,8.856,0.096,2,60.654,Winter,7.811,3,18.536
spring,9.023,13.153,22.483,7.537,0.969,3,15.575,Summer,7.539,0,18.652
open_catchment,2.843,0.583,24.508,6.621,0.624,5,119.342,Summer,7.552,1,28.506
piped_protected,6.539,8.216,20.44,5.222,0.92,7,50.749,Monsoon,7.013,1,26.666
spring,5.348,14.079,24.63,9.581,0.906,7,18.144,Monsoon,7.117,0,14.841
reservoir,5.963,6.867,23.275,7.454,0.653,3,14.963,Summer,7.757,3,18.609
open_catchment,4.158,9.003,30.964,6.3,0.628,10,11.643,Autumn,7.825,3,23.506
river,3.0,22.921,25.521,8.397,0.36,9,10.478,Monsoon,7.753,2,18.182
reservoir,0.485,2.208,25.685,4.595,0.149,8,24.241,Monsoon,6.693,0,24.825
community_tank,7.443,1.034,24.316,9.628,0.687,5,24.196,Summer,7.179,7,15.658
community_tank,7.461,11.733,28.743,7.917,0.818,2,11.866,Winter,8.139,3,22.337
pond,6.707,17.308,26.456,10.291,0.545,10,21.567,Autumn,7.817,2,20.724
community_tank,6.436,19.004,29.539,7.95,0.051,10,31.328,Autumn,7.623,4,24.997
shallow_well,2.437,10.262,28.163,7.358,0.145,4,117.46,Summer,6.983,2,36.891
piped_protected,0.223,17.91,23.844,6.093,0.102,8,17.637,Monsoon,7.493,3,26.368
community_tank,8.087,12.062,27.189,6.343,0.658,8,65.391,Monsoon,7.419,0,32.235
canal,4.911,0.914,27.442,5.139,0.565,1,44.62,Winter,7.382,5,14.495
shallow_well,3.068,14.357,27.834,9.966,0.467,1,73.022,Winter,7.764,0,22.632
spring,1.019,1.977,26.204,7.199,0.543,4,24.903,Summer,7.857,2,10.672
shallow_well,0.627,2.7,20.969,8.305,0.276,6,39.335,Monsoon,7.09,3,23.866
open_catchment,3.489,5.019,24.912,8.544,0.805,3,33.37,Summer,7.223,2,14.447
pond,8.047,3.777,25.333,6.664,0.329,1,124.827,Winter,7.627,1,44.45
deep_borehole,9.187,3.881,25.213,5.797,0.644,4,27.369,Summer,7.442,1,21.188
deep_borehole,8.968,1.854,28.442,5.925,0.391,11,7.934,Autumn,6.953,2,18.433
river,9.2,3.48,23.07,4.679,0.072,6,67.585,Monsoon,7.055,1,39.766
piped_protected,9.077,0.199,25.408,5.322,0.257,12,58.857,Winter,7.389,2,28.155
open_catchment,5.272,6.404,24.791,7.803,0.965,5,57.271,Summer,7.439,5,22.348
deep_borehole,2.194,14.636,27.051,8.535,0.191,1,35.496,Winter,7.861,1,25.955
pond,7.98,19.823,30.43,7.008,0.105,4,216.968,Summer,7.234,2,74.357
spring,2.137,17.172,26.868,8.385,0.291,6,42.062,Monsoon,7.389,3,29.398
deep_borehole,2.672,5.386,26.669,8.421,0.878,12,76.495,Winter,7.472,2,25.385
canal,2.333,13.109,21.941,6.529,0.306,10,49.726,Autumn,7.306,4,25.456
shallow_well,5.15,3.395,20.369,8.631,0.417,6,10.474,Monsoon,7.491,2,19.674
deep_borehole,3.218,0.572,25.767,6.756,0.31,6,236.357,Monsoon,7.213,2,58.744
open_catchment,1.542,11.269,24.44,6.357,0.989,9,99.902,Monsoon,7.028,2,25.93
community_tank,4.532,10.464,26.381,7.129,1.0,8,48.6,Monsoon,7.733,3,25.513
community_tank,8.739,16.176,23.161,4.886,0.483,7,19.314,Monsoon,7.404,0,26.466
spring,5.706,9.574,29.209,6.945,0.785,10,190.729,Autumn,7.222,2,53.746
community_tank,8.783,1.707,21.411,3.537,0.22,4,8.507,Summer,7.948,1,33.062
reservoir,1.959,19.184,24.412,8.013,0.374,3,28.73,Summer,7.71,5,14.5
spring,1.67,9.869,23.826,5.059,0.679,3,65.895,Summer,7.325,3,23.238
open_catchment,5.756,16.482,28.293,6.99,0.286,3,164.453,Summer,7.408,2,48.039
piped_protected,4.633,14.877,24.307,9.227,0.225,10,48.314,Autumn,7.767,2,24.918
community_tank,6.602,3.536,23.266,7.107,0.922,5,26.081,Summer,7.164,1,16.717
reservoir,7.946,0.775,25.242,4.16,0.244,6,15.488,Monsoon,7.588,1,25.789
river,7.513,1.942,22.633,7.194,0.059,12,39.518,Winter,7.56,2,31.838
pond,9.423,0.975,24.933,6.617,0.751,12,32.871,Winter,7.405,4,23.997
shallow_well,3.983,2.789,24.611,8.398,0.243,12,17.56,Winter,8.199,3,23.372
community_tank,2.064,6.153,33.668,6.83,0.45,4,105.898,Summer,7.88,0,32.681
spring,5.509,23.731,23.613,8.673,0.112,10,33.467,Autumn,7.939,2,19.419
open_catchment,1.107,20.559,24.732,7.653,0.069,12,24.188,Winter,8.024,0,15.595
community_tank,2.889,12.68,25.654,8.312,0.46,1,18.711,Winter,7.478,3,17.724
deep_borehole,2.079,0.244,25.819,6.86,0.337,7,17.671,Monsoon,8.035,1,22.788
community_tank,3.966,4.176,28.129,8.925,0.506,12,110.566,Winter,7.515,1,29.77
spring,1.112,11.468,30.764,6.233,0.966,7,99.824,Monsoon,8.057,0,30.422
canal,0.318,1.381,22.597,4.251,0.407,10,86.731,Autumn,7.196,1,31.573
canal,6.568,16.149,26.316,5.357,0.603,1,63.528,Winter,7.748,2,23.497
community_tank,6.102,24.601,24.507,7.181,0.098,3,61.449,Summer,7.152,3,28.95
shallow_well,7.084,4.371,25.991,7.406,0.886,10,122.998,Autumn,7.803,5,37.311
open_catchment,6.604,12.236,28.331,7.233,0.806,6,18.865,Monsoon,6.573,4,23.487
river,1.143,1.604,29.883,8.828,0.522,4,10.769,Summer,7.14,2,18.331
river,2.911,11.738,27.624,7.284,0.183,5,186.605,Summer,7.91,1,52.275
community_tank,1.295,0.217,25.946,7.494,0.426,9,17.998,Monsoon,7.513,0,22.264
community_tank,8.43,1.634,28.079,8.47,0.297,10,191.517,Autumn,7.111,1,63.201
canal,7.469,12.375,22.476,4.485,0.995,9,46.425,Monsoon,7.783,2,35.996
spring,2.015,12.443,22.823,8.084,0.491,6,22.735,Monsoon,7.52,2,23.141
shallow_well,3.413,10.249,25.505,8.974,0.422,1,20.021,Winter,7.322,1,20.509
reservoir,9.666,6.489,28.491,8.076,0.169,6,40.808,Monsoon,7.223,3,31.15
community_tank,5.942,11.236,24.113,7.473,0.239,2,19.285,Winter,8.043,2,21.208
river,8.012,14.863,24.429,8.204,0.712,7,37.944,Monsoon,6.99,3,28.376
open_catchment,2.646,33.957,19.053,3.781,0.535,2,60.642,Winter,7.835,2,32.918
piped_protected,2.101,21.95,32.165,6.806,0.358,2,62.223,Winter,7.055,3,33.034
deep_borehole,7.839,15.825,24.31,5.053,0.297,8,9.872,Monsoon,7.694,2,24.769
community_tank,6.859,11.866,16.776,7.575,0.201,11,77.793,Autumn,7.081,3,40.531
spring,6.81,8.537,25.501,5.494,0.034,8,212.886,Monsoon,7.38,3,77.265
community_tank,5.526,1.285,26.419,8.275,0.977,5,108.048,Summer,6.806,0,26.602
spring,5.636,1.81,24.31,6.376,0.753,6,23.667,Monsoon,7.625,1,28.514
shallow_well,7.357,17.164,22.269,5.069,0.928,11,48.555,Autumn,7.561,1,30.385
piped_protected,2.7,16.261,27.693,5.583,0.413,7,35.973,Monsoon,7.427,4,29.055
pond,3.528,9.531,27.349,5.03,0.869,9,16.681,Monsoon,8.048,2,22.121
open_catchment,8.716,5.777,26.578,6.947,0.256,7,17.643,Monsoon,6.791,2,25.854
open_catchment,3.089,0.264,22.707,7.925,0.51,9,30.511,Monsoon,7.292,2,21.712
spring,5.463,3.963,23.174,6.033,0.202,5,17.733,Summer,6.833,2,22.922
canal,7.026,5.458,23.949,4.812,0.77,1,71.085,Winter,7.081,4,31.897
spring,9.999,6.652,23.757,6.979,0.498,4,21.727,Summer,8.237,3,20.368
canal,4.353,26.497,26.876,6.946,0.536,7,17.801,Monsoon,7.855,3,24.732
rooftop_rainwater,4.281,1.151,23.815,6.252,0.859,2,37.339,Winter,6.822,5,16.422
river,8.426,7.316,22.15,5.823,0.739,9,142.872,Monsoon,7.375,2,47.115
reservoir,8.055,4.587,26.27,8.92,0.966,2,13.338,Winter,8.468,1,17.074
open_catchment,7.311,46.15,32.13,6.111,0.405,1,4.154,Winter,8.063,3,27.526
reservoir,4.632,19.795,22.64,4.838,0.461,5,29.358,Summer,7.285,1,15.144
shallow_well,3.239,5.777,22.871,6.868,0.615,2,56.52,Winter,7.596,3,23.152
spring,6.087,80.972,24.633,7.791,0.453,6,14.297,Monsoon,7.889,3,25.902
shallow_well,8.762,7.217,27.269,7.691,0.42,2,44.356,Winter,7.657,2,28.437
piped_protected,8.838,1.829,26.697,4.601,0.341,11,30.266,Autumn,7.937,2,21.359
shallow_well,1.085,8.116,24.645,8.827,0.832,6,37.139,Monsoon,7.114,2,17.917
community_tank,4.284,2.564,23.692,7.316,0.533,6,46.388,Monsoon,7.711,1,20.246
river,4.647,10.115,31.298,7.856,0.607,10,51.275,Autumn,7.201,5,26.747
community_tank,9.776,27.716,28.432,10.977,0.204,2,17.61,Winter,7.412,3,29.763
deep_borehole,6.78,15.427,30.206,8.138,0.252,2,134.808,Winter,7.359,3,47.795
spring,4.072,3.191,27.109,7.858,0.34,6,52.675,Monsoon,8.209,5,29.797
open_catchment,0.261,3.522,24.72,6.661,0.465,9,58.138,Monsoon,7.545,2,22.123
reservoir,5.654,0.718,26.196,6.992,0.044,4,355.321,Summer,8.298,2,87.42
spring,0.961,3.367,30.42,5.194,0.888,10,197.428,Autumn,7.375,2,48.823
river,8.344,0.972,26.542,7.127,0.904,4,43.225,Summer,7.736,1,19.585
pond,7.525,6.92,19.845,9.439,0.662,2,30.998,Winter,7.333,1,27.339
reservoir,4.605,12.322,29.207,7.64,0.316,4,45.079,Summer,6.927,1,33.861
pond,4.292,13.91,29.491,10.345,0.385,11,8.459,Autumn,7.835,0,17.169
deep_borehole,8.973,0.614,28.712,7.795,0.734,10,98.957,Autumn,7.367,4,35.238
river,2.885,4.154,20.972,7.42,0.286,7,15.894,Monsoon,7.506,1,17.274
rooftop_rainwater,2.49,3.399,26.161,6.793,0.609,4,40.993,Summer,8.297,4,19.599
rooftop_rainwater,9.392,1.102,28.076,9.957,0.906,6,97.403,Monsoon,7.151,1,39.43
rooftop_rainwater,8.092,4.502,25.048,6.303,0.41,5,44.622,Summer,7.834,1,28.993
open_catchment,8.206,3.557,26.143,5.909,0.587,7,15.035,Monsoon,7.529,2,18.527
open_catchment,1.952,10.065,26.68,5.677,0.929,11,11.436,Autumn,7.292,0,15.415
rooftop_rainwater,1.433,21.482,22.521,10.393,0.341,11,23.637,Autumn,6.894,5,23.105
pond,0.26,6.067,26.41,7.221,0.76,3,26.156,Summer,7.9,2,15.538
river,2.37,13.73,22.043,7.126,0.755,11,44.705,Autumn,8.266,0,22.599
shallow_well,7.742,1.578,24.692,7.781,0.928,12,21.232,Winter,7.602,4,20.426
river,2.4,22.535,23.27,6.623,0.859,3,20.633,Summer,7.709,2,15.578
rooftop_rainwater,7.291,1.656,27.626,5.854,0.749,5,4.7,Summer,7.728,1,20.226
river,2.519,2.133,27.006,5.782,0.637,4,113.399,Summer,7.808,1,31.074
piped_protected,3.953,1.126,26.702,5.732,0.241,5,15.746,Summer,7.368,4,14.161
open_catchment,9.832,3.706,25.846,3.997,0.671,1,111.606,Winter,7.944,0,35.25
open_catchment,2.448,8.039,26.308,7.088,0.276,4,125.277,Summer,7.003,0,32.465
pond,3.764,44.224,31.026,4.662,0.44,6,56.952,Monsoon,7.788,1,30.959
shallow_well,3.011,15.768,28.973,7.824,0.71,7,155.311,Monsoon,7.64,2,48.342
rooftop_rainwater,1.096,4.787,22.115,8.254,0.675,8,30.596,Monsoon,7.485,6,19.456
spring,4.899,8.577,23.398,6.096,0.401,5,15.152,Summer,7.356,1,18.464
reservoir,3.787,9.763,24.374,7.505,0.183,2,11.977,Winter,7.494,1,16.705
pond,6.949,17.301,24.273,8.09,0.484,2,10.015,Winter,7.879,3,17.209
pond,8.176,13.335,22.519,9.257,0.27,3,22.974,Summer,6.99,4,25.347
shallow_well,5.442,8.423,26.76,6.415,0.255,4,24.074,Summer,8.124,4,30.067
community_tank,0.322,11.062,24.817,4.881,0.327,6,58.06,Monsoon,4.817,3,100.0
rooftop_rainwater,6.189,13.701,25.653,5.642,0.706,5,34.954,Summer,7.613,2,21.677
spring,0.554,1.429,19.872,4.508,0.497,5,32.903,Summer,7.49,3,23.933
open_catchment,6.164,2.237,20.281,7.715,0.373,9,49.117,Monsoon,7.743,0,27.482
shallow_well,6.85,11.666,23.376,2.168,0.901,9,10.228,Monsoon,7.465,2,35.213
spring,1.978,19.0,26.824,5.496,0.707,11,84.046,Autumn,7.62,3,27.085
piped_protected,8.193,5.264,26.434,7.018,0.495,12,10.119,Winter,8.075,1,21.349
pond,9.111,39.066,28.023,5.383,0.421,3,42.63,Summer,7.408,5,30.477
shallow_well,8.131,2.434,22.898,5.71,0.819,9,8.38,Monsoon,7.653,2,23.349
open_catchment,3.051,5.391,27.057,8.244,0.173,1,563.392,Winter,7.448,0,95.314
river,5.866,4.757,29.591,5.32,0.664,4,55.284,Summer,7.353,4,23.667
open_catchment,9.148,26.635,27.78,6.314,0.021,11,57.715,Autumn,6.865,0,30.451
piped_protected,3.207,3.36,21.123,8.393,0.007,8,21.124,Monsoon,7.315,3,23.093
shallow_well,8.2,6.364,28.324,6.441,0.932,9,31.674,Monsoon,6.915,5,23.804
reservoir,0.095,2.073,25.979,10.606,0.514,5,31.288,Summer,7.574,1,24.443
piped_protected,0.036,7.366,26.362,8.643,0.315,2,17.049,Winter,6.806,1,15.965
rooftop_rainwater,7.597,19.477,32.487,8.723,0.795,8,592.231,Monsoon,7.128,2,100.0
rooftop_rainwater,7.614,3.625,25.74,4.918,0.985,8,9.066,Monsoon,8.113,1,15.32
reservoir,7.89,16.649,26.894,6.853,0.034,9,26.31,Monsoon,8.058,2,31.699
river,9.3,24.226,25.281,6.574,0.038,6,62.065,Monsoon,7.799,0,38.856
reservoir,1.179,0.758,24.27,6.389,0.855,11,29.309,Autumn,7.859,1,12.07
pond,2.32,14.123,26.094,6.196,0.557,9,101.098,Monsoon,7.785,4,30.529
community_tank,9.037,2.948,23.689,6.798,0.883,10,33.417,Autumn,7.586,2,22.943
canal,1.772,1.928,25.437,3.397,0.695,10,162.798,Autumn,7.016,2,43.407
spring,6.822,9.191,24.095,5.61,0.471,8,8.305,Monsoon,7.145,3,18.769
piped_protected,5.305,12.228,18.765,9.524,0.161,11,12.886,Autumn,7.879,2,25.797
spring,0.832,5.021,23.525,6.196,0.39,5,17.236,Summer,7.534,0,18.424
river,2.853,0.4,27.867,6.019,0.787,4,199.942,Summer,8.314,1,43.94
spring,5.204,23.937,26.559,6.902,0.234,7,13.19,Monsoon,7.553,3,18.431
spring,8.524,13.121,24.297,7.048,0.712,6,217.982,Monsoon,6.318,3,76.585
open_catchment,7.075,3.17,25.296,3.621,0.247,12,8.384,Winter,6.829,3,20.443
shallow_well,6.219,6.869,22.584,7.211,0.464,4,11.819,Summer,7.46,0,16.593
pond,4.96,0.282,22.907,7.822,0.085,2,39.574,Winter,8.13,1,20.476
canal,2.987,4.144,25.02,7.882,0.455,10,41.676,Autumn,6.454,1,72.112
shallow_well,1.192,7.393,24.353,5.592,0.613,9,131.963,Monsoon,6.74,1,33.66
open_catchment,4.091,7.282,22.739,9.312,0.563,4,121.745,Summer,7.554,0,34.266
spring,0.285,2.334,24.8,9.141,0.406,3,28.937,Summer,5.62,1,82.954
canal,2.111,14.995,21.662,9.01,0.37,11,26.3,Autumn,7.384,1,27.117
open_catchment,4.325,3.551,29.723,8.182,0.275,12,34.035,Winter,7.818,0,24.738
open_catchment,4.186,8.685,27.687,6.478,0.767,10,29.03,Autumn,8.025,1,14.434
open_catchment,0.443,3.168,18.485,7.006,0.783,6,85.026,Monsoon,7.373,2,30.222
rooftop_rainwater,5.891,5.537,27.516,9.136,0.483,2,22.368,Winter,7.973,3,19.92
canal,5.497,2.326,23.881,3.578,0.383,8,107.38,Monsoon,7.449,1,40.223
reservoir,0.781,10.024,23.36,5.904,0.637,9,67.188,Monsoon,6.811,2,30.856
open_catchment,9.432,5.544,27.259,7.689,0.558,4,45.401,Summer,7.636,0,23.939
community_tank,0.994,0.162,24.571,6.659,0.667,10,11.75,Autumn,7.685,1,18.346
spring,8.548,0.286,23.839,6.399,0.306,7,2.464,Monsoon,6.625,1,23.2
canal,0.003,6.37,21.014,9.439,0.788,1,24.783,Winter,7.649,2,18.34
rooftop_rainwater,8.823,2.024,27.747,8.253,0.317,2,35.482,Winter,7.515,2,25.318
piped_protected,0.197,8.796,28.11,8.442,0.419,4,43.012,Summer,7.972,2,24.814
piped_protected,7.578,5.246,25.484,5.841,0.132,5,45.71,Summer,7.616,3,28.547
pond,3.617,10.625,21.502,6.168,0.855,10,49.006,Autumn,6.991,0,24.429
deep_borehole,7.382,30.448,25.908,7.601,0.644,12,60.889,Winter,7.882,1,23.134
community_tank,4.017,7.523,26.923,7.649,0.235,12,23.093,Winter,7.093,3,18.442
piped_protected,0.709,15.482,24.92,9.775,0.852,8,12.726,Monsoon,7.351,0,12.548
rooftop_rainwater,7.675,13.985,27.645,7.557,0.705,2,19.038,Winter,7.324,0,21.507
deep_borehole,0.713,25.484,25.509,9.488,0.442,2,53.502,Winter,7.403,2,21.954
open_catchment,9.221,2.408,25.912,7.976,0.99,10,26.808,Autumn,7.989,1,17.556
open_catchment,0.51,17.564,29.441,6.656,0.337,5,21.785,Summer,7.301,4,23.251
river,4.793,23.594,23.524,5.834,0.1,2,118.481,Winter,7.312,4,34.263
spring,7.23,4.988,20.296,8.206,0.733,3,62.643,Summer,5.351,2,85.031
deep_borehole,3.932,3.766,24.493,6.448,0.757,10,47.808,Autumn,7.872,6,22.011
spring,2.172,30.373,23.309,6.83,0.059,9,282.28,Monsoon,7.651,3,84.691
rooftop_rainwater,7.591,9.879,20.734,5.762,0.819,11,64.678,Autumn,7.11,1,35.043
community_tank,7.843,4.791,26.866,7.006,0.776,9,163.345,Monsoon,7.42,3,55.552
deep_borehole,9.227,15.694,25.003,7.89,0.93,6,4.8,Monsoon,7.56,3,18.577
piped_protected,3.762,3.631,19.536,6.393,0.119,9,5.245,Monsoon,7.571,1,21.582
community_tank,5.063,1.941,29.639,5.931,0.601,8,25.572,Monsoon,7.529,0,25.458
river,3.631,7.852,22.816,7.1,0.219,12,35.565,Winter,7.127,2,23.273
reservoir,2.571,8.352,23.152,7.701,0.399,3,72.258,Summer,7.441,6,28.893
spring,7.51,17.472,27.825,6.986,0.265,8,29.675,Monsoon,7.402,0,33.493
spring,3.397,6.107,26.285,9.839,0.449,11,44.644,Autumn,7.214,3,21.362
community_tank,4.281,16.852,28.276,7.151,0.113,7,37.975,Monsoon,7.107,4,28.622
open_catchment,4.037,3.73,18.46,7.775,0.304,12,20.937,Winter,7.741,5,25.329
spring,7.127,8.565,24.142,8.325,0.071,9,360.137,Monsoon,7.529,0,100.0
river,9.178,2.338,25.402,7.595,0.492,7,83.392,Monsoon,7.738,1,35.426
piped_protected,6.668,4.869,28.905,5.549,0.297,5,32.107,Summer,7.679,5,22.454
canal,4.716,19.487,22.466,5.761,0.59,5,28.16,Summer,7.538,1,18.449
piped_protected,7.792,2.433,23.978,5.343,0.456,4,1434.757,Summer,7.704,1,100.0
piped_protected,6.41,16.62,25.422,5.02,0.244,2,17.299,Winter,7.504,3,24.447
spring,0.606,3.325,27.284,7.41,0.103,5,26.808,Summer,7.501,3,19.926
reservoir,0.957,0.351,21.672,8.86,0.753,10,57.698,Autumn,8.156,3,19.913
shallow_well,0.379,1.165,27.435,8.077,0.633,4,9.495,Summer,7.21,1,18.086
open_catchment,4.568,13.699,23.23,8.057,0.033,1,83.613,Winter,7.609,0,30.299
spring,8.259,3.039,26.126,5.462,0.989,2,36.471,Winter,7.884,3,21.091
open_catchment,3.131,10.617,24.421,7.74,0.642,11,68.756,Autumn,7.23,2,21.302
rooftop_rainwater,3.842,12.013,25.825,7.794,0.207,2,24.842,Winter,7.294,0,19.895
shallow_well,9.095,4.233,25.636,9.513,0.84,9,114.681,Monsoon,7.675,2,43.448
spring,8.369,6.442,28.831,7.506,0.882,2,24.76,Winter,7.951,4,20.807
pond,6.65,5.171,24.293,9.608,0.574,12,32.836,Winter,7.934,2,21.594
piped_protected,2.668,29.441,24.093,7.187,0.886,10,299.261,Autumn,7.637,1,61.064
rooftop_rainwater,1.17,3.856,28.205,7.672,0.029,7,19.957,Monsoon,7.812,4,24.658
shallow_well,0.161,2.025,29.201,8.747,0.945,3,29.114,Summer,7.249,2,21.459
spring,1.07,4.551,23.811,7.376,0.057,2,28.034,Winter,7.039,2,20.674
river,2.926,11.072,27.077,4.728,0.642,8,34.324,Monsoon,7.394,1,19.305
community_tank,5.518,11.952,22.438,5.511,0.346,12,88.177,Winter,7.725,0,35.324
community_tank,0.64,25.778,27.095,10.997,0.039,2,24.265,Winter,7.73,3,21.305
open_catchment,1.362,21.35,27.76,7.15,0.929,9,24.639,Monsoon,6.363,2,72.855
shallow_well,1.811,3.401,24.174,8.042,0.135,3,214.254,Summer,6.429,2,82.758
piped_protected,6.32,6.073,28.333,5.402,0.854,9,50.98,Monsoon,7.067,7,27.678
piped_protected,6.158,13.754,24.212,7.51,0.33,3,30.395,Summer,8.227,1,22.535
reservoir,5.508,24.834,25.072,8.995,0.741,9,78.759,Monsoon,7.995,5,22.11
canal,2.505,4.112,26.173,4.197,0.254,6,57.9,Monsoon,7.143,1,28.6
community_tank,3.711,5.878,22.12,7.313,0.583,11,29.937,Autumn,7.801,7,17.211
rooftop_rainwater,0.967,22.974,20.923,7.301,0.8,2,122.542,Winter,7.952,3,33.29
shallow_well,2.265,4.439,25.839,7.485,0.566,1,2.391,Winter,8.007,1,15.525
piped_protected,8.977,6.549,22.774,10.175,0.307,3,166.292,Summer,7.352,3,58.516
canal,9.797,23.487,21.338,6.607,0.233,7,27.104,Monsoon,6.937,2,31.237
shallow_well,6.477,16.207,27.307,6.293,0.175,10,54.446,Autumn,7.382,2,29.34
deep_borehole,9.168,2.79,29.551,6.738,0.839,3,32.883,Summer,7.578,1,29.885
piped_protected,6.427,3.927,27.572,10.552,0.611,3,27.34,Summer,7.593,5,21.869
deep_borehole,0.332,4.353,21.446,7.238,0.509,12,5.599,Winter,7.295,5,16.34
shallow_well,9.968,24.388,25.535,7.868,0.25,7,136.824,Monsoon,7.746,2,57.297
piped_protected,0.99,68.436,24.072,3.558,0.434,7,25.686,Monsoon,7.223,3,27.941
reservoir,6.826,14.872,22.442,7.169,0.62,4,114.993,Summer,8.127,1,40.088
deep_borehole,2.528,6.623,25.255,6.741,0.072,1,139.737,Winter,8.351,2,34.955
pond,3.92,0.102,24.797,7.139,0.361,10,310.078,Autumn,7.029,3,70.926
canal,6.459,11.956,24.302,6.517,0.24,8,26.479,Monsoon,7.807,2,23.087
rooftop_rainwater,4.365,4.932,27.964,5.061,0.647,8,82.928,Monsoon,7.358,1,29.435
community_tank,2.505,10.024,28.9,6.591,0.606,6,55.431,Monsoon,7.16,4,29.707
canal,3.344,9.332,24.03,9.263,0.299,11,88.116,Autumn,6.879,2,30.5
deep_borehole,3.415,6.555,24.462,7.186,0.042,1,19.56,Winter,7.257,2,19.873
piped_protected,9.593,28.893,24.257,4.305,0.183,12,25.2,Winter,7.652,2,29.577
reservoir,7.986,0.234,26.545,5.238,0.16,10,36.135,Autumn,7.438,0,16.72
pond,4.585,12.453,25.994,7.421,0.568,12,45.998,Winter,7.339,2,14.385
reservoir,1.998,5.274,22.871,5.407,0.169,3,28.273,Summer,7.804,2,21.254
pond,8.11,12.51,24.614,7.351,0.482,12,14.526,Winter,7.614,2,15.065
community_tank,1.572,11.246,20.509,8.875,0.615,12,12.774,Winter,7.367,2,27.669
reservoir,2.105,0.103,20.286,7.709,0.88,6,87.614,Monsoon,7.388,2,26.48
pond,3.66,3.359,21.458,5.528,0.245,10,110.791,Autumn,6.806,2,34.256
reservoir,8.803,2.096,24.246,7.256,0.186,6,196.743,Monsoon,7.453,2,68.398
canal,1.318,1.827,26.834,8.113,0.173,1,25.103,Winter,7.723,5,19.728
spring,1.222,13.037,22.653,5.91,0.36,11,11.062,Autumn,6.753,5,17.878
pond,4.94,2.738,24.622,5.38,0.649,7,54.704,Monsoon,6.726,1,22.25
community_tank,2.764,6.439,25.656,6.866,0.672,11,27.97,Autumn,7.453,1,16.381
pond,5.687,2.837,29.608,9.325,0.211,2,31.7,Winter,7.729,1,23.366
pond,4.516,8.681,25.168,5.523,0.131,8,23.264,Monsoon,7.619,2,18.539
river,4.35,12.75,25.301,6.345,0.449,6,42.446,Monsoon,6.476,3,82.184
canal,1.12,4.021,23.184,5.214,0.141,1,45.305,Winter,7.641,3,25.21
deep_borehole,1.41,9.239,30.51,5.87,0.813,2,192.344,Winter,6.476,5,78.794
open_catchment,8.211,17.421,27.294,6.804,0.084,6,280.526,Monsoon,7.493,1,98.798
